teamAbbr,teamEFG%,teamTO%,teamOREB%,teamFTA,teamFGA,opptEFG%,opptTO%,opptOREB%,opptFTA,opptFGA,teamRslt
TOR,0.602,10.5,14,25,83,0.539,14.4,20.9,14,89,Win
LAC,0.53,7,22.4,17,99,0.652,15,17.6,26,79,Loss
MEM,0.5,13.4,23.3,24,93,0.695,16,25.7,29,82,Loss
POR,0.574,7.9,29.8,23,95,0.651,12.6,16.7,17,83,Win
BOS,0.542,13.5,28.6,27,84,0.548,10.6,13.3,23,83,Win
DET,0.468,12.8,25,20,93,0.561,12.1,19,29,82,Loss
PHI,0.582,16.2,27,32,79,0.529,14.1,25,23,87,Win
IND,0.511,12.1,16,15,95,0.574,10,22.4,14,102,Loss
DAL,0.532,8.8,28.3,25,93,0.578,14.1,28.9,17,90,Win
NYK,0.545,15.1,25.6,15,89,0.523,8.7,14.3,16,88,Win
LAC,0.684,13.9,23.5,17,79,0.467,7.4,22.4,17,92,Win
WAS,0.506,15.2,28.6,25,84,0.506,12.3,20.5,22,83,Win
HOU,0.453,17.9,9.8,13,86,0.494,18.2,12.2,26,83,Loss
MIN,0.527,9.2,19.1,11,94,0.484,6.2,14.9,24,96,Loss
PHO,0.512,13.4,25.6,20,82,0.589,6.6,30,21,90,Loss
BOS,0.517,11.6,25.6,29,86,0.527,8.9,26.1,23,92,Loss
UTA,0.555,12.6,27.9,13,91,0.372,9.4,31,19,98,Win
GSW,0.697,7.3,11.1,27,89,0.522,8.9,19.6,23,92,Win
POR,0.526,9.2,39.6,23,98,0.525,16.4,19,24,81,Win
HOU,0.58,12.9,20,17,87,0.494,11.8,23.4,24,87,Win
DEN,0.435,13.2,33.3,15,92,0.617,15,23.5,22,81,Loss
NOP,0.625,17.9,28.9,26,76,0.548,9.1,20.4,16,93,Win
CHI,0.526,7.1,20.4,20,96,0.586,13.4,25,37,81,Loss
TOR,0.572,8.8,27.3,14,97,0.594,16.3,21.6,29,80,Win
MIL,0.552,9.3,30.2,22,97,0.505,10,12.8,16,92,Win
UTA,0.701,14.4,18.8,18,87,0.514,5.9,26.9,17,104,Win
WAS,0.416,14.6,23.5,24,89,0.593,14.3,24.3,23,86,Loss
MIN,0.521,13.3,21.7,9,94,0.535,15.5,19.5,17,85,Win
DET,0.412,11.2,29.8,28,91,0.565,18.6,26.3,16,85,Loss
BOS,0.567,5.7,19.6,21,90,0.605,15.1,28.6,21,81,Win
POR,0.511,10.3,20.4,16,89,0.574,13,21.1,13,88,Loss
DEN,0.531,8,27.1,14,97,0.56,6.4,22.7,24,91,Loss
CHI,0.599,9.4,25.6,13,91,0.421,9.9,29.4,12,95,Win
TOR,0.49,5.1,26.4,34,97,0.696,16.9,14.3,33,74,Loss
MIL,0.64,7.7,15.8,23,86,0.488,12,17.8,21,86,Win
SAS,0.471,8.9,14.9,36,87,0.5,10.8,14,25,88,Win
MIN,0.57,11.2,27.1,22,93,0.578,13.2,22.9,20,90,Loss
BRK,0.528,15.1,17.4,17,88,0.564,12.6,33.3,22,94,Loss
GSW,0.651,14.3,15.8,23,86,0.568,11.4,30.6,30,96,Loss
MEM,0.517,8.4,24.4,19,90,0.603,6.8,19,21,87,Loss
DET,0.564,15.8,22,28,94,0.61,18.2,25.7,28,91,Loss
WAS,0.428,12,22.6,28,90,0.5,9.1,33.3,26,99,Loss
UTA,0.484,12.1,30.2,21,92,0.441,8.2,15.4,18,93,Win
MIA,0.56,10.7,15,20,83,0.541,11.6,20.8,15,85,Win
BOS,0.446,4.8,24.1,12,93,0.537,10.3,24.3,12,82,Loss
SAC,0.543,10.7,22.9,15,94,0.455,7.6,28.1,23,99,Win
HOU,0.483,10.6,16.7,16,86,0.594,12.8,26.2,13,90,Loss
WAS,0.453,11.3,20,36,86,0.476,14.3,21.3,24,85,Win
TOR,0.675,13.7,23.3,26,77,0.5,13.1,38.8,29,87,Win
MIN,0.56,8,15.6,28,91,0.586,12.3,22.7,30,87,Loss
GSW,0.517,17.8,14.3,15,86,0.464,8.7,18.9,19,96,Loss
CLE,0.558,9.3,25,25,86,0.583,9.2,31.8,19,90,Loss
MIL,0.596,9.2,26.8,22,89,0.516,8.2,17,16,94,Win
OKC,0.445,9.2,23.4,19,110,0.511,12.2,20,29,95,Loss
BRK,0.564,13.9,21.1,16,86,0.637,12.2,21.2,21,84,Loss
NYK,0.483,13,25.6,16,87,0.471,10.3,14.6,39,70,Loss
HOU,0.489,10.7,23.1,21,91,0.576,7.9,37.5,28,92,Loss
GSW,0.555,9.1,21.3,19,91,0.419,12.8,16.7,21,86,Win
ORL,0.483,9.3,18.2,22,88,0.489,7.5,17.3,19,90,Loss
PHI,0.535,14.5,27.9,35,85,0.505,9.3,14.5,19,99,Win
BOS,0.517,7.7,26.2,23,86,0.583,9.4,29.4,27,84,Loss
TOR,0.629,10.4,20.9,23,93,0.516,12,24.5,23,93,Win
ATL,0.534,8.2,21.4,28,88,0.595,8.8,10.8,20,84,Loss
IND,0.473,7.6,21.3,11,92,0.48,11.6,21.4,35,76,Loss
CHO,0.634,17.1,22.9,12,82,0.622,13.6,41.3,18,94,Loss
LAC,0.573,13.7,28.9,29,82,0.511,12.7,30.2,19,95,Win
NOP,0.586,11.5,24.3,26,81,0.747,15.7,21.2,11,81,Loss
CLE,0.426,14.2,34,20,94,0.694,10.5,11.4,21,85,Loss
OKC,0.505,10.9,15.9,14,100,0.528,13.8,13.3,24,89,Loss
MIL,0.6,8.4,22.2,30,85,0.615,10.1,29.3,25,87,Loss
TOR,0.548,12.5,7.9,19,83,0.57,15.5,32.6,28,86,Loss
MIA,0.525,18.6,19,20,79,0.476,12.4,16.3,20,83,Win
IND,0.593,7.2,26.3,10,86,0.476,10.5,32.6,19,85,Win
ORL,0.469,12.5,26,18,97,0.58,15.4,20,12,88,Loss
PHI,0.523,8.4,25.6,29,86,0.522,7.2,30,23,93,Loss
MIN,0.535,7.1,17.3,14,99,0.561,16.9,27.9,19,90,Loss
NYK,0.48,9.3,28.8,22,98,0.433,12.5,15.3,20,89,Win
SAS,0.6,11.8,20.5,28,85,0.494,10.3,20.8,33,90,Win
NOP,0.628,8.2,22,23,90,0.722,5.8,14.7,21,88,Loss
DET,0.525,11.5,14,30,79,0.488,9.5,15.6,30,82,Win
LAC,0.657,8.9,10.8,15,86,0.541,12.4,19.5,15,85,Win
OKC,0.456,11,26.1,17,90,0.517,12.5,15.6,10,87,Loss
MIL,0.522,8.8,13.3,27,92,0.61,14.9,20.6,34,82,Loss
MEM,0.563,16.1,15,19,80,0.541,15.3,32.5,33,85,Loss
CLE,0.483,9.6,21.7,37,87,0.596,12.6,22.5,33,83,Loss
ORL,0.588,9.1,22.7,20,91,0.59,16.5,20,19,83,Win
PHI,0.568,12.9,22.2,33,73,0.671,13.1,12.9,17,79,Loss
IND,0.573,8.2,18.4,27,89,0.528,9.9,16.3,23,90,Win
HOU,0.42,8.2,23.1,30,88,0.593,6.8,10.5,23,86,Loss
BRK,0.624,11.3,20,20,93,0.539,11.4,11.9,25,90,Win
MIA,0.477,15.4,17.4,17,86,0.529,13.3,22.2,29,85,Loss
BOS,0.406,14.1,23.7,30,90,0.44,13.9,20,36,83,Loss
SAS,0.552,7.9,21.3,19,96,0.537,13.8,26.7,11,95,Win
NOP,0.494,8.9,39.1,28,90,0.637,10.6,25.7,20,84,Loss
MIN,0.622,16.6,15.2,19,82,0.473,9.5,22.2,31,91,Win
POR,0.635,13.8,28.6,19,85,0.58,11.5,27.8,25,81,Win
MIL,0.531,12.2,24.5,9,97,0.553,11.3,25.5,16,95,Loss
ORL,0.404,9.2,15.8,22,89,0.511,7.5,22,16,92,Loss
LAL,0.494,9.1,17.4,29,87,0.571,8.3,19.1,34,85,Loss
CLE,0.5,12.6,23.9,25,93,0.551,8.8,29.3,36,88,Loss
MEM,0.58,8.9,24.3,19,94,0.549,14.6,12.8,26,82,Win
CHI,0.495,13.9,25,22,102,0.473,15.2,14.5,31,92,Win
HOU,0.516,14.5,19.6,34,91,0.587,12.4,23.8,31,92,Loss
ATL,0.488,10,25.6,32,85,0.608,7.8,24.4,27,83,Loss
PHI,0.543,10.3,29.3,24,94,0.628,9.9,18.9,31,86,Loss
CLE,0.432,14.1,30.6,20,95,0.619,12.6,12.8,21,88,Loss
MIA,0.549,7.4,22,22,91,0.641,11.3,18.9,20,85,Loss
BRK,0.725,13.7,25.7,12,89,0.594,11.3,36.6,13,96,Win
DEN,0.506,15.8,25,15,84,0.574,18.1,27,21,81,Loss
NOP,0.72,16.2,32.4,17,91,0.551,16.5,20,18,88,Win
TOR,0.599,13,18.2,21,91,0.566,15.3,12.2,25,83,Win
LAL,0.617,17.3,18.2,21,77,0.505,13.2,25.6,13,93,Win
POR,0.542,8.8,27.8,17,96,0.494,10.2,15.2,27,85,Win
BRK,0.695,10.1,11.8,15,82,0.636,6,10.8,12,88,Win
NYK,0.42,14.4,20,19,87,0.543,11.1,21.7,10,92,Loss
ATL,0.623,13.4,23.5,31,77,0.523,14,27.5,27,86,Win
HOU,0.538,15.3,18.4,18,92,0.556,17.4,18.9,32,81,Loss
DET,0.5,12.3,13.6,24,82,0.529,12,19,24,85,Loss
IND,0.572,11.4,23.3,27,97,0.491,8.5,21.2,25,107,Win
DEN,0.614,9.9,21.7,18,92,0.599,11.4,22,34,86,Loss
OKC,0.571,16.6,14,28,78,0.578,11,17.5,33,83,Loss
POR,0.611,8.4,17.5,18,90,0.567,9.8,42.9,29,89,Win
MIA,0.521,12.8,15.9,12,97,0.547,13.3,17.6,21,95,Loss
UTA,0.495,10.9,30.9,20,98,0.494,14.6,20,17,86,Win
TOR,0.564,9.3,5.1,23,78,0.455,13.3,30,23,88,Win
BRK,0.61,12.9,21.6,24,77,0.53,15.2,24.4,14,83,Win
MIA,0.579,12.3,20.5,10,95,0.543,13,26,16,93,Win
DEN,0.669,14.6,22.2,17,80,0.542,16.3,29.5,21,83,Win
GSW,0.572,11.1,17.3,15,97,0.585,11.4,18.2,17,94,Loss
ATL,0.478,11.4,27.1,25,90,0.633,16,24.3,10,90,Loss
CHI,0.458,9.7,26,18,95,0.511,13.1,35.6,29,87,Loss
DET,0.5,18.6,26.5,13,86,0.494,9.9,28.9,23,90,Loss
OKC,0.435,9.6,13.8,21,85,0.471,11,22.4,25,86,Loss
PHO,0.705,12.2,11.4,12,88,0.579,12.3,15.4,24,82,Win
TOR,0.4,13.7,28.8,22,85,0.44,12.9,14.3,11,83,Win
UTA,0.547,9.5,15,21,86,0.539,10,25.6,22,89,Loss
GSW,0.512,13.1,18.4,17,85,0.627,23.3,11.8,9,75,Loss
MIA,0.471,12.8,21.3,23,85,0.47,13.3,13.3,17,84,Win
SAC,0.49,6.1,25,22,98,0.665,13.6,6.5,15,82,Loss
PHO,0.674,9.8,13.5,13,86,0.414,10.4,32.1,23,93,Win
WAS,0.539,14.3,26.7,29,89,0.451,9.5,28.8,25,103,Win
BOS,0.449,8.1,21.6,34,98,0.505,10.5,24,37,94,Loss
OKC,0.627,13.5,15.2,24,79,0.512,13.9,30.4,20,84,Win
MIN,0.5,14.1,15.9,21,82,0.462,12.1,23.4,38,78,Loss
DET,0.434,9.9,16.4,21,91,0.488,10.5,11.1,29,81,Loss
PHI,0.453,9.1,24.4,35,85,0.58,13.6,12.8,18,81,Loss
DEN,0.607,12.5,8.1,16,84,0.593,10.3,25,33,81,Loss
BRK,0.538,5.6,20,19,92,0.546,14.4,34,18,87,Win
SAC,0.5,9.9,25,20,100,0.55,13.8,32.6,36,90,Loss
CHI,0.621,10.3,18.6,10,91,0.453,7.9,19,19,96,Win
MEM,0.426,11.3,22.8,19,94,0.531,14.9,11.6,26,80,Loss
MIA,0.537,12.4,23.3,25,81,0.527,17.1,12.5,19,74,Win
POR,0.512,14.8,30.2,19,84,0.586,6.1,28.3,18,99,Loss
CHO,0.522,14,17.8,21,89,0.694,19.2,22.9,17,85,Loss
WAS,0.536,12.6,13.2,33,96,0.543,15.2,21.4,17,104,Win
ATL,0.528,10,31,23,89,0.622,14.8,20,19,78,Loss
DET,0.523,13.6,17.4,16,88,0.455,10.9,19.6,22,88,Win
SAC,0.603,13.6,13.9,19,87,0.59,7.2,23.3,31,89,Loss
BOS,0.547,12.2,28.6,18,86,0.545,8.6,19,15,89,Loss
GSW,0.522,9.1,15.6,24,89,0.448,10.9,34.6,22,97,Win
PHI,0.519,16.2,28.6,30,80,0.489,9.2,16,13,93,Win
MIN,0.526,12.1,14,9,98,0.636,7,20,18,99,Loss
POR,0.552,9,18.9,10,87,0.5,1,20,18,94,Loss
WAS,0.597,12,13.3,16,88,0.676,9.1,18.9,13,94,Loss
BOS,0.484,5.4,26.7,23,95,0.665,15.5,33.3,17,85,Loss
HOU,0.456,6.7,17,17,90,0.6,14.9,31.4,15,85,Loss
GSW,0.5,15.7,20,31,83,0.5,16.7,17.5,32,81,Win
MIN,0.51,13.1,26.5,21,104,0.645,17.3,20,16,93,Loss
TOR,0.635,14.7,8.8,17,74,0.569,10.6,27.5,29,80,Loss
DET,0.601,11.9,21.4,16,89,0.611,10.5,29.3,29,90,Loss
SAS,0.517,11.5,12.5,15,86,0.517,15.3,20.8,11,89,Loss
CHO,0.563,11.5,20.9,27,88,0.586,12.4,15.9,27,87,Win
LAL,0.447,13,23.5,20,85,0.598,11.4,29.8,15,87,Loss
DAL,0.494,17,24.4,23,78,0.5,6.5,16.7,25,90,Loss
ORL,0.454,16.1,8.3,15,87,0.641,11.7,18.4,14,92,Loss
SAC,0.565,13.9,19,33,85,0.695,14.3,25.7,21,87,Loss
LAC,0.476,13.3,16.3,16,84,0.603,5.7,17.5,16,92,Loss
WAS,0.523,10.2,23.8,25,86,0.524,15.9,27.3,24,85,Win
NOP,0.564,7.7,26.1,14,102,0.609,8,18.6,16,96,Loss
IND,0.478,7.3,17.4,29,89,0.567,10.4,17.9,29,82,Loss
HOU,0.516,9.9,15.9,20,91,0.539,10.6,26.8,27,89,Loss
PHO,0.534,6.9,7.9,15,88,0.577,17.1,18.2,10,78,Win
SAC,0.455,8.5,28.6,41,89,0.524,10.3,22.2,32,82,Win
LAC,0.638,16.2,12.1,18,80,0.448,8,15.7,16,97,Win
UTA,0.505,8,18.8,23,94,0.593,13.4,28.9,25,86,Loss
ATL,0.505,8.7,35.8,17,97,0.614,9.5,12.5,16,88,Loss
CHO,0.556,16.2,28.3,32,89,0.677,20.4,13.8,25,79,Loss
POR,0.452,14,21.3,20,83,0.46,8.2,30,28,88,Loss
CLE,0.464,12.7,25.5,29,97,0.518,16.2,17,35,83,Win
MIN,0.489,14.3,22.2,29,95,0.515,12.4,28.3,34,98,Loss
IND,0.518,14.4,15,25,84,0.568,16.6,12.1,22,81,Loss
DEN,0.635,11.1,16.7,16,89,0.483,12.9,14,15,88,Win
UTA,0.629,11.2,25,24,85,0.531,2.9,14.3,8,96,Win
NOP,0.489,8.7,36.2,31,91,0.547,7.5,18.6,28,86,Loss
DAL,0.605,7.9,15.4,17,86,0.488,16.8,31.8,19,86,Win
LAC,0.485,7.4,24.5,7,97,0.518,10.4,18.2,22,85,Loss
WAS,0.506,12.6,16.3,29,84,0.528,15.3,31,24,89,Loss
NYK,0.587,10.8,15.4,10,86,0.451,14.9,16.7,31,72,Win
MEM,0.585,14.5,29.7,28,94,0.301,18.5,21.1,41,83,Win
GSW,0.453,17.5,6.1,19,86,0.535,15.7,30.4,38,85,Loss
ATL,0.46,14.2,32.7,22,87,0.517,12.8,26.7,22,86,Loss
PHO,0.534,13.8,19,24,89,0.419,12.7,20.4,24,93,Win
CHO,0.608,14.4,22.6,27,83,0.63,9.1,23.1,17,92,Win
DAL,0.617,7.4,16.7,23,90,0.6,7.3,13.3,14,95,Win
IND,0.527,15.9,19.5,21,91,0.653,16.7,18.8,16,88,Loss
DEN,0.586,11.1,23.1,20,87,0.511,8.8,25.5,22,94,Win
UTA,0.54,6.8,20.4,18,101,0.603,11.3,26.3,23,92,Loss
BRK,0.555,4.4,25,17,100,0.531,8,19.1,15,97,Win
CLE,0.562,18.5,18.8,24,73,0.474,13.9,8.7,24,76,Win
CHO,0.574,14.4,26.8,17,88,0.674,14.2,23.5,10,86,Loss
MEM,0.563,9.5,21.4,23,95,0.574,19.3,10.3,25,81,Win
LAC,0.598,9,25.6,9,87,0.581,7.7,35.9,23,86,Loss
ATL,0.57,22.9,34.4,15,71,0.433,7.6,12.2,22,75,Win
NYK,0.5,15.4,20,15,81,0.584,7.5,22,21,89,Loss
DEN,0.616,9.1,23.7,12,95,0.475,12.3,23.4,31,79,Win
PHO,0.597,12.9,14.7,25,77,0.576,12.2,14.3,17,79,Win
IND,0.614,10.9,11.1,16,83,0.584,21.8,32.4,15,83,Win
UTA,0.545,12.9,22.2,19,100,0.559,9.2,16.7,35,93,Loss
DET,0.637,10.7,30.8,21,91,0.519,13.4,15.9,30,77,Win
BRK,0.676,12.8,28.6,24,85,0.516,8,21.8,28,91,Win
CHO,0.607,13.7,28.3,21,98,0.453,15.5,22.6,18,96,Win
CHI,0.574,11.9,31.7,22,94,0.59,9.9,17.9,38,83,Win
ATL,0.571,11.4,14.3,19,85,0.506,9.4,21.7,27,84,Win
OKC,0.385,12.1,14.8,17,87,0.434,11.6,15.9,19,83,Loss
GSW,0.5,9.6,30.4,14,97,0.5,9.3,17.8,26,86,Loss
LAL,0.591,10,38.5,14,93,0.675,12.8,18.8,19,80,Loss
TOR,0.61,11.7,21.1,17,91,0.696,14.9,31,40,74,Loss
LAC,0.561,15.3,25,27,82,0.506,7.8,23.9,42,88,Loss
DET,0.575,12.2,14.6,15,80,0.596,12.5,34.3,19,83,Loss
DEN,0.662,18.4,20.7,16,77,0.533,12.8,23.9,12,90,Win
MIL,0.495,13.3,25,22,95,0.436,9.7,30.4,24,101,Win
MIA,0.562,10.6,14.7,25,73,0.458,11.5,29.4,20,84,Win
OKC,0.506,14.2,18.4,26,85,0.529,17.4,14.3,12,85,Win
GSW,0.5,15.2,18.4,16,88,0.573,13.6,27.9,13,96,Loss
SAC,0.529,6,36,16,103,0.563,7.5,21.4,25,88,Loss
WAS,0.458,7.8,11.5,27,95,0.545,11.8,29.8,29,99,Loss
SAS,0.53,8.9,13.6,20,83,0.596,13.3,35.1,19,83,Loss
DET,0.535,13.3,25,14,85,0.456,8.2,23.5,24,90,Loss
BOS,0.522,9.8,24.4,22,91,0.585,12.5,28.2,22,88,Loss
ATL,0.517,11.7,24.5,35,90,0.526,11.7,24.1,23,96,Win
PHI,0.563,8.4,30.2,15,103,0.554,17.4,20,16,83,Win
ORL,0.469,12,31.4,15,96,0.538,9,18,22,91,Loss
NYK,0.494,12.6,20.8,21,88,0.678,11.3,15.2,17,87,Loss
MIN,0.637,9.7,17.9,16,95,0.46,14,38,24,100,Win
DAL,0.518,5.9,13.3,33,82,0.538,8.3,34,20,91,Loss
GSW,0.483,13.8,10,27,88,0.552,9.2,22,29,96,Loss
PHO,0.669,12.5,16.1,19,83,0.553,9.7,31.3,19,94,Win
HOU,0.47,10.9,18.2,17,99,0.549,10.3,19,28,92,Loss
DEN,0.516,8.5,19.6,11,92,0.54,15,18.2,8,87,Win
CLE,0.381,5.8,8.9,20,88,0.495,10.6,40.4,19,101,Loss
PHI,0.606,14,27.8,18,90,0.537,16.4,13.3,22,82,Win
MIA,0.538,9.2,2.6,20,80,0.451,14.4,23.1,7,92,Win
ORL,0.425,17.4,19.1,12,80,0.506,8.5,15.9,18,89,Loss
HOU,0.406,7.8,29.7,13,112,0.574,15.6,16.2,25,81,Loss
IND,0.466,14.1,20.8,21,88,0.493,13.9,15,39,76,Loss
NYK,0.567,9.1,23.9,22,90,0.539,17.4,13.2,21,76,Win
DET,0.449,10.9,28.6,20,89,0.525,11.8,12.8,22,80,Loss
TOR,0.464,13.3,23.2,18,96,0.611,23.2,19,19,81,Loss
MIL,0.52,14.1,27.1,25,99,0.543,12.6,12,22,94,Win
SAC,0.474,10.3,40.7,16,98,0.583,7.5,34.2,33,84,Loss
POR,0.556,7.3,15.9,30,89,0.57,15.3,41.3,31,86,Win
DAL,0.593,7.9,26.8,16,86,0.5,9.3,24.5,18,90,Win
IND,0.603,13.5,23.1,21,87,0.538,14,21.7,17,91,Win
MEM,0.549,6.3,22.4,29,92,0.685,21.4,27.6,34,73,Loss
UTA,0.522,11.7,34,29,93,0.652,11.8,13.2,18,89,Loss
SAS,0.447,8.4,19.6,31,85,0.648,9.7,37.1,11,98,Loss
MIA,0.494,10.3,21.3,15,89,0.547,21.4,19.5,21,75,Win
CLE,0.432,12.5,27.5,23,81,0.535,15.4,37.5,26,71,Loss
BOS,0.652,12.1,27,21,92,0.473,9.5,18.2,31,91,Win
POR,0.534,10.1,18.4,21,89,0.582,11.7,13.2,39,73,Loss
TOR,0.444,10.8,13.2,21,90,0.515,9.3,31.1,23,97,Loss
LAC,0.538,10.7,20,19,92,0.728,16.6,14.8,21,81,Loss
SAC,0.61,9.7,10,17,86,0.543,7.1,20,25,94,Loss
MIL,0.612,13.5,22.5,19,94,0.598,12.5,5.1,24,87,Win
NYK,0.484,7.2,25.5,27,92,0.658,14.9,10,22,76,Loss
SAS,0.639,19.8,27.8,5,83,0.512,7.8,18.6,25,83,Win
LAC,0.581,9,23.7,11,86,0.601,14.7,9.8,5,79,Win
IND,0.528,10.3,21.3,13,90,0.541,8.7,37,19,97,Loss
MEM,0.466,9.2,21.3,26,87,0.639,13.3,14.7,18,83,Loss
LAL,0.699,17.6,25,25,78,0.513,19.7,18.8,24,79,Win
UTA,0.594,14.2,25.6,24,80,0.541,11.5,36.4,4,98,Win
OKC,0.506,15.1,30.2,13,90,0.574,9.7,28.6,18,94,Loss
ATL,0.61,11.4,25,16,86,0.551,12.2,25.6,13,88,Win
CLE,0.512,13.2,31.9,14,86,0.553,12.1,37.2,21,85,Loss
NYK,0.488,11.4,19.1,22,84,0.472,10.1,24,19,90,Loss
NOP,0.614,14.2,26.3,20,88,0.644,16.4,11.4,31,73,Loss
MIN,0.583,10.7,19.5,22,90,0.649,11.6,27.8,28,87,Loss
TOR,0.5,8.2,19.6,34,86,0.587,18.3,39.4,32,75,Loss
BRK,0.534,13.3,33.3,40,87,0.565,14.4,10.3,25,84,Win
MIL,0.45,16.5,20.7,24,101,0.459,15.1,22,8,109,Win
SAC,0.495,6.9,12.5,35,93,0.511,12.4,23.8,28,94,Win
SAS,0.472,8.1,26,30,89,0.5,15.2,29.8,9,91,Win
BOS,0.511,10.6,31.3,29,88,0.608,14.5,21.9,33,74,Loss
GSW,0.544,11.2,13,12,90,0.456,14.1,16,40,80,Win
CHO,0.525,15.6,14.9,28,80,0.667,13.5,23.5,13,90,Loss
MIA,0.404,9.4,16,18,89,0.412,8.6,15.7,25,85,Loss
LAC,0.472,11.4,17.8,11,88,0.601,17.6,17.1,12,79,Loss
UTA,0.552,12.9,23.4,28,96,0.587,11.2,16.3,38,86,Loss
OKC,0.435,8.3,20,16,93,0.603,13.1,18.2,13,87,Loss
ORL,0.488,10.1,17.4,16,82,0.512,7.2,10.9,11,86,Loss
MIN,0.532,10,22.4,35,93,0.618,19.1,25,19,85,Win
NOP,0.458,11.3,21.7,25,83,0.46,11.7,29.2,25,87,Loss
CHO,0.56,17.1,17.8,20,83,0.549,9.8,23.4,20,92,Loss
SAC,0.531,13.2,25,26,81,0.495,13,26.1,7,91,Win
SAS,0.506,11.3,34.7,33,88,0.478,8.8,30.6,32,89,Win
DET,0.518,11.8,27.9,28,85,0.494,12,15.9,16,88,Win
GSW,0.566,11.6,17.8,18,91,0.512,17.7,20.5,21,84,Win
IND,0.697,14.1,25.7,19,89,0.495,9.8,20.8,20,92,Win
BRK,0.527,7.3,20,23,91,0.637,15.5,21.1,20,84,Loss
UTA,0.541,12.4,24.3,41,74,0.608,10.1,7.1,14,83,Win
CHI,0.617,13.8,20.9,23,90,0.604,11.2,21.4,27,91,Loss
MIN,0.551,17.9,12.8,18,79,0.581,16.1,15,17,86,Loss
DAL,0.66,12.2,14.3,13,81,0.591,5.6,27.7,17,93,Loss
ATL,0.464,7.3,29.1,9,98,0.469,14.9,28.3,24,81,Win
GSW,0.417,9.5,13,34,90,0.442,9.9,25,31,95,Loss
SAC,0.518,7.6,8.5,27,85,0.622,9.2,23.7,29,86,Loss
SAS,0.542,8.2,10.4,10,96,0.565,9.9,14.3,18,92,Loss
CHO,0.481,13.2,28.3,28,80,0.593,8.6,25.7,23,86,Loss
IND,0.464,11.6,25.5,20,98,0.448,11.6,26,23,97,Win
OKC,0.533,13.6,38.8,25,91,0.582,15,19.5,27,79,Win
NOP,0.529,14,34.1,30,85,0.568,14,24.4,10,88,Win
ORL,0.446,5.8,19.1,30,84,0.585,8.9,16.7,9,88,Loss
WAS,0.576,17.9,28.6,19,79,0.539,6.6,23.3,22,90,Loss
TOR,0.468,11.9,16.1,19,95,0.617,22.5,20,28,77,Loss
CHI,0.55,17.3,23.7,14,80,0.415,13.1,15.7,25,82,Win
PHI,0.53,17.1,20.5,23,82,0.494,14.8,26.5,23,88,Win
LAL,0.441,10.2,14.3,28,85,0.534,9.3,20.9,23,87,Loss
DAL,0.669,9.5,25,20,86,0.433,5.8,17,19,89,Win
SAC,0.617,14.4,25.6,12,90,0.448,7,20.4,23,96,Win
OKC,0.592,13.3,22.5,10,87,0.489,10.7,22.4,18,92,Win
CHO,0.494,10.8,17.5,23,81,0.532,14.1,13.2,17,78,Win
UTA,0.582,8.4,22.2,15,92,0.438,11.4,28,12,96,Win
TOR,0.483,12,17.8,19,87,0.533,9.8,21.7,26,90,Loss
BOS,0.617,10.7,11.9,24,90,0.555,7.9,30.9,15,110,Loss
IND,0.459,4.9,19,12,111,0.691,13,21.6,15,94,Loss
ATL,0.516,6.4,29.4,16,95,0.594,7.9,19.5,20,85,Loss
DEN,0.538,9.4,31.7,13,91,0.506,12.1,18.8,14,88,Win
LAL,0.529,11.7,12.5,30,85,0.578,11.4,28.2,26,90,Loss
WAS,0.538,14.5,18.9,35,79,0.598,8.9,27.9,24,92,Loss
PHO,0.56,5.9,19.5,9,91,0.494,12.2,35.4,17,86,Win
PHI,0.494,11.4,28.9,35,86,0.482,10.4,13.6,26,83,Win
BRK,0.546,7.5,24.4,27,87,0.506,7.4,26,23,90,Win
DET,0.596,14.1,16.1,19,83,0.541,8.8,23.4,14,97,Loss
BOS,0.58,10.9,21.4,10,94,0.594,13.9,31,20,90,Loss
DEN,0.49,9.4,32.1,18,98,0.64,8.3,23.7,23,89,Loss
CLE,0.516,9.4,25.5,10,92,0.494,14.4,22.7,14,83,Win
CHO,0.625,12.3,25.6,29,80,0.477,5.9,20,22,86,Win
DAL,0.566,8.4,31.1,22,99,0.512,11,13.3,26,86,Win
MEM,0.53,14,28.6,13,99,0.505,12,17.6,17,95,Win
PHO,0.506,7.4,20,22,90,0.539,10.1,19.6,19,90,Loss
LAC,0.653,7.3,12.8,30,88,0.5,14.6,13.3,19,85,Win
ATL,0.524,12,26.8,23,85,0.536,14.6,27.9,22,84,Loss
BRK,0.397,8,22.4,15,97,0.577,10.2,23.9,14,91,Loss
POR,0.587,9.1,22.7,19,92,0.655,10.9,14.3,13,84,Win
WAS,0.513,15.2,17.8,33,80,0.403,10.4,32.1,42,93,Loss
LAC,0.455,7.6,27.5,18,89,0.451,7.4,4.4,13,82,Win
PHI,0.594,18.3,16.7,21,80,0.494,17.8,17.9,33,78,Win
GSW,0.608,11.4,17.5,12,88,0.702,5.8,13.9,19,89,Loss
BRK,0.518,9.2,35.6,34,84,0.527,8.8,17.5,47,73,Win
BOS,0.614,12.8,19.5,16,88,0.54,13.4,30.8,11,99,Win
PHO,0.528,12.2,22.5,9,90,0.478,9.3,15.6,16,90,Win
MIA,0.546,9.5,20,20,87,0.608,15.5,16.7,19,79,Loss
